Location,Note,Highlight_JP,Highlight_EN,注釈,文化的要素の対応訳,翻訳技法,翻訳技法の選出理由,技法検閲有無,DMIS,DMISの選出理由
1010,儒者,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。,"Like a Christian bringing the influence of his strange doctrine to a Confucian's home in old days, what I brought from Tokyo did not harmonize with my parents' way of life.",,Confucian's,Established equivalent,「Confucian」は「儒教の、儒家の」を指す、辞書に載っている確立された英単語でであるため。直訳だとしたら、「儒（Scholar/Weak）」,True,Acceptance,「儒者」を「Confucian's」と訳しており、この訳語は「儒者」の固有性や特定の文化的背景を保ったままであり、補足説明はないものの、読者は自文化の既知の概念に置き換えることなく「私の国とは違う特定の概念」として差異を認識できるため。
1010,切支丹,昔でいうと、儒者の家へ切支丹の臭いを持ち込むように、私の持って帰るものは父とも母とも調和しなかった。,"Like a Christian bringing the influence of his strange doctrine to a Confucian's home in old days, what I brought from Tokyo did not harmonize with my parents' way of life.",,Christian,Generalization,原文「切支丹」を、より一般的・中立的な「Christian」という用語に置き換え、特定の歴史的・文化的な含意を一般化しているため。,True,Defense,「Christian」は普遍的な概念として扱われやすいが、「strange doctrine」という形容詞が追加されている。これは、日本における「切支丹」の歴史的・文化的背景（儒者との対立や禁教）をAさんが知らないまま、その教義を「奇妙なもの」として異化・提示するものであり、読者Aさんは文化的要素を「奇妙だ」と否定的に捉える可能性が高いため。
1021,松飾,東京へ帰ってみると、松飾はいつか取り払われていた。,"I returned to Tokyo, the gay New Year's decorations had been already removed.",,New Year's decorations,Generalization,原文「松飾」という特定の正月飾りを、訳文で「New Year's decorations」というより一般的・中立的な正月飾り全般を指す用語に抽象化しているため。,True,Minimization,「松飾」という日本の固有な新年の飾り付けを「gay New Year's decorations」（華やかな新年の飾り）という汎用的な表現に置き換えているため、読者はその具体的な形状、素材、文化的意味合いといった固有性を認識できず、自国の新年の飾り付けと同一視して処理してしまうため。
1021,正月,町は寒い風の吹くに任せて、どこを見てもこれというほどの正月めいた景気はなかった。,"The street was exposed to the chilly wind, and not a vestige of the New Year gaiety was anywhere to be seen.",,New Year,Established equivalent,「正月」を、英語圏で広く認められている等価語「New Year」で対応させているため。,True,Minimization,「正月」を自文化にも存在する一般的な概念である「New Year」に置き換えており、日本の「正月」が持つ固有の文化的な意味合いや習慣が翻訳テキストからは伝わらず、読者は自国の新年の概念と同じものとして処理し、固有性を意識しないため。
1094,好事家,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,"Like a collector trying to find some curios,I scanned the titles of the books written in gold.",,collector,Particularization,原文「好事家」は「モノ好きな人」以外の意味も含むが、文脈「骨董でも掘り出す」により意味が「収集家」に特定され、より具体的な訳語「collector」を使用しているため。,True,Minimization,「好事家」が「珍しい物事を好む趣味人」という比較的普遍的な概念であり、英訳の「collector trying to find some curios」がその意味合いを過不足なく、かつ自文化の既知の概念として完全に置き換えているため、読者はその固有性を意識することなく自国の「収集家」と同じものとして処理すると考えられる。
1094,骨董,私の眼は好事家が骨董でも掘り出す時のように背表紙の金文字をあさった。,"Like a collector trying to find some curios,I scanned the titles of the books written in gold.",,curios,Established equivalent,原文「骨董」を、英語圏で一般的に認知されている等価語「curios」で対応させているため。,True,Minimization,「骨董」が持つ日本特有の美意識や収集文化といった固有のニュアンスが、「curios」という一般的な英語の珍品・骨董品に置き換えられており、読者は自文化にも存在する「珍しい収集品」と同一視し、その固有性を意識しないため。
1098,敷居を跨がなかった,私はついに四月の下旬が来て、やっと予定通りのものを書き上げるまで、先生の敷居を跨がなかった。,I did not call on the sensei until the end of April when the work was finished.,,call on,Reduction,原文「敷居を跨がなかった」の「敷居」という文化的要素が、訳文「call on the sensei」では完全に省略されているため。「敷居（境界線）」というメタファー/実体が消え、「訪問する」という動詞になっている。,True,Minimization,「敷居を跨がなかった」に含まれる日本の家屋構造や特定の作法、訪問者の心理的状態といった固有の文化的ニュアンスが、「call on」という一般的な「訪問する」という行為に置き換えられ、その固有性が失われているため。
1101,八重桜,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,"It was at the beginning of summer that I was emancipated from study, when in place of the double cherry-blossoms, a mist of delicate green leaves began to cover the branches.",,double cherry-blossoms,Literal translation,植物学的な名称として定着しています（Est Eq）。語の構成を見ても「Double（八重）」＋「Cherry blossom（桜）」でLiteralです。Calqueのような不自然さはない。,True,Acceptance,「double cherry-blossoms」は八重桜の特徴（八重咲き）を直接的に英語で表現しており、読者は具体的なイメージが湧かなくとも、「自分の知る桜とは違う、八重咲きの桜という種類があるのだな」と差異を認識できるため。
1101,初夏,私の自由になったのは、八重桜の散った枝にいつしか青い葉が霞むように伸び始める初夏の季節であった。,"It was at the beginning of summer that I was emancipated from study, when in place of the double cherry-blossoms, a mist of delicate green leaves began to cover the branches.",,at the beginning of summer,Literal translation,「初（Beginning）」＋「夏（Summer）」という構成要素ごとの直訳。,True,Adaptation,「初夏」という普遍的な時間概念に、「八重桜が散った後に新緑が芽吹く」という具体的な日本の季節の移ろいを文中説明として加えることで、読者はその時期の機能や文脈を理解し、共感できる状態にあるため。
1104,枳殻,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,"As I walked along, I was attracted by the fresh buds on the blackish branches of the hedge of aegle sepiaria, and by the bright reddish-brown leaves softly reflecting the sunshine on the bare pomegranate-tree.",,aegle sepiaria,Literal translation,原文「枳殻」を、その学名であり、専門分野で確立された等価語である「aegle sepiaria」で対応させているため。,True,Acceptance,「枳殻」を「aegle sepiaria」という学名に近い固有名詞で提示しており、読者はそれが自文化とは異なる特定の植物であるという差異を認識できるが、その植物に関する補足説明が一切ないため。
1104,柘榴,枳殻の垣が黒ずんだ枝の上に、萌るような芽を吹いていたり、柘榴の枯れた幹から、つやつやしい茶褐色の葉が、柔らかそうに日光を映していたりするのが、道々私の眼を引き付けた。,"As I walked along, I was attracted by the fresh buds on the blackish branches of the hedge of aegle sepiaria, and by the bright reddish-brown leaves softly reflecting the sunshine on the bare pomegranate-tree.",,pomegranate-tree,Literal translation,原文「柘榴」を英語圏で定着している等価語「pomegranate-tree」で対応させているため。,True,Minimization,「柘榴」を普遍的な植物名である「pomegranate-tree」に置き換えており、読者はその植物が日本において持つかもしれない固有の文化的な意味合いや文脈を意識せず、自国で既知の概念と同一視してしまうため。
1134,躑躅,躑躅が燃えるように咲き乱れていた。,The flaming azaleas were in full bloom.,,azaleas,Literal translation,原文「躑躅」を、英語圏で定着している訳語「azaleas」で対応させているため。,True,Minimization,「躑躅」という文化的要素が、英語圏の読者にも普遍的に存在する植物名「azaleas」に直接置き換えられており、日本文化における「躑躅」の固有性や特定の意味合い（例：季語としての位置づけ、日本庭園での役割など）が失われ、読者は自文化にも存在する（または一般的な）花として処理してしまうため。
1135,霧島,先生はそのうちで樺色の丈の高いのを指して、「これは霧島でしょう」といった。,"The sensei pointed to a tall one of orange hue, and said:”I suppose this is kirishima.”.",kirishima: A kind of azalea.,kirishima,Amplification,原文「霧島」を「kirishima」と借用し、さらに注釈で「A kind of azalea.」と補足説明（増幅）を加えているため。,True,Adaptation,音写された「kirishima」に対し、「A kind of azalea.」という訳注が付加されており、日本に関する知識が皆無の読者でも、それが具体的に何であるか（ツツジの一種であるという機能や文脈）を論理的に理解できるため。
1137,芍薬,芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった。,"A garden of peonies covered a plot about twenty feet square, but it was too early for the flowers.",,peonies,Literal translation,原文「芍薬」を、英語圏で植物の名称として確立されている等価語「peonies」で対応させているため。,True,Minimization,「芍薬」を英語圏でも広く認知されている「peonies」に置き換えているため、読者はその花を自国の一般的なものと認識し、日本文化における固有性や特定の意味合いを意識することなく処理するため。
1137,十坪,芍薬も十坪あまり一面に植え付けられていたが、まだ季節が来ないので花を着けているのは一本もなかった。,"A garden of peonies covered a plot about twenty feet square, but it was too early for the flowers.",,about twenty feet square,Adaptation,原文「十坪」を、日本の面積単位の言葉を使わず「eleven feet square」と英語圏の単位に換算して具体的な面積として説明しているため。M＆Aの分類ではターゲット文化への計量法への適応はAdaptationとして分類されることが多い。,True,Minimization,日本の固有の面積単位である「十坪」が、英語圏の一般的な単位「about twenty feet square」に置き換えられており、「坪」という単位の固有性が完全に失われている。さらに、元の面積情報が大幅に改変されており（十坪は約355平方フィートだが、訳文は約200平方フィートを示唆）、読者は原文が意図した広さの感覚を正確に理解できず、自文化の一般的な面積表現として処理してしまうため。
1210,杉苗,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,"Near the plantation of young cedars beside and behind the bench, bamboo clumps grew about eleven feet square, so think that they seemed to hide the ground.",,young cedars,Generalization,原文「杉苗」を「young cedars」と訳すことで、特定の樹種名「杉」をより一般的な「cedar」に、また「苗」を一般的な「young」という表現に一般化しているため。,True,Minimization,「杉苗」を「young cedars」と訳すことで、日本の風景や文化において「杉」が持つ固有性や特定の意味合いが失われている。読者は自国の一般的な針葉樹と同一視し、その差異を認識しない状態で受け止めるため。
1210,熊笹,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,"Near the plantation of young cedars beside and behind the bench, bamboo clumps grew about eleven feet square, so think that they seemed to hide the ground.",,bamboo clumps,Generalization,原文の「熊笹」という特定の植物名を、訳文でより一般的・中立的な「bamboo clumps」（竹や笹の群生）に抽象化しているため。,True,Minimization,「熊笹」という日本の特定の植物（一般に丈が低く地面を覆う笹）を、より一般的な「bamboo clumps」（竹の群生）に置き換えており、読者はその固有性（特定の種類や地面を覆う特徴）を意識せず、自文化の既知の概念として普遍的に理解してしまうため。
1210,三坪,縁台の横から後部へ掛けて植え付けてある杉苗の傍に、熊笹が三坪ほど地を隠すように茂って生えていた。,"Near the plantation of young cedars beside and behind the bench, bamboo clumps grew about eleven feet square, so thick that they seemed to hide the ground.",,eleven feet square,Adaptation,原文「十坪」を、日本の面積単位の言葉を使わず「eleven feet square」と英語圏の単位に換算して具体的な面積として説明しているため。M＆Aの分類ではターゲット文化への計量法への適応はAdaptationとして分類されることが多い。,True,Minimization,「三坪」という日本の固有の面積単位が、読者にとって既知である西洋の一般的な面積単位「eleven feet square」に完全に換算・置換されており、読者は「坪」の固有性を認識せず、自文化と同じ普遍的な概念として処理するため。
1219,蟇口,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,"He took his purse from his bosom, and put a five sen coin in the boy’s hand.",,purse,Generalization,原文「蟇口」が特定の口金式小銭入れを指すのに対し、訳文「purse」がより一般的な「財布」や「小銭入れ」として抽象化されているため。,True,Minimization,「蟇口」が持つがま口金具や開閉方式といった固有の形状や機能が、汎用的な「purse」という訳語によって完全に置き換えられており、読者はその違いを認識できないため。
1219,五銭,懐中から蟇口を出して、五銭の白銅を小供の手に握らせた。,"He took his purse from his bosom, and put a five sen coin in the boy’s hand.",,five sen,Borrowing,原文「五銭」を「five sen」と、「五」と「銭」の構成要素をそれぞれ逐語訳（仮借）しているため。,True,Acceptance,「five sen」という固有の通貨単位が音写でそのまま提示されており、読者は「coin」であることからそれが金銭であることは理解しつつも、「sen」という単位が自国のものとは異なるという差異を認識するが、それ以上の補足説明がないため具体的な機能や文脈まで理解できないため。
1223,斥候長,「今斥候長になってるところなんだよ」,"”I am playing soldiers, I am a scout-master.”",,a scout-master,Literal translation,原文の「斥候長」を「斥候(scout)」と「長(master)」に語義的に分解し、それぞれを逐語訳して組み合わせ「a scout-master」としているため。,True,Minimization,「斥候長」という日本の子供の遊びの中での役割の固有性が、「scout-master」という自文化（英語圏）の既存の組織的役職（ボーイスカウトの指導者）に置き換えられており、読者はその違いを意識せず同化して理解するため。
1238,楓,眼の前にある樹は大概楓であったが、その枝に滴るように吹いた軽い緑の若葉が、段々暗くなって行くように思われた。,"Almost all the trees in front of us were maples, and the delicate green leaves opened on their branches, bright and watery. But those leaves seemed to begin to look darker.",,maples,Literal translation,原文「楓」を「maples」と辞書的な意味通りに直訳し、形式・機能・意味が一致しているため。,True,Minimization,「楓」を一般的な樹木名「maples」に置き換えており、日本の「楓」が持つかもしれない文化的・象徴的な固有性や違いが翻訳テキストから全く読み取れないため、読者はこれを自国の既知の概念と同じものとして普遍的に理解してしまう。
1240,縁日,遠い往来を荷車を引いて行く響きがごろごろと聞こえた。私はそれを村の男が植木か何かを載せて 縁日 へでも出掛けるものと想像した。,"I heard a waggon rumbling along the far-away road, and imagined a villager carrying plants and vegetables to a local fete.",,a local fete,Adaptation,原文の「縁日」を、英語圏の村祭りに当たる「fete（西洋的な祝祭・バザー」とすることで、ターゲット文化圏の読者にとって馴染みやすく、類似の体験に置き換えているため。,True,Minimization,「縁日」が持つ宗教的背景や特定の場所・期間での開催といった固有の文化的要素が「a local fete」という訳語からは読み取れず、読者はこれを自文化の「地域の祭り」といった既知の概念と同一視し、固有性を意識できないため。
1304,不徳義漢,私の父の前には善人であったらしい彼らは、父の死ぬや否や許しがたい不徳義漢に変ったのです。,"They, who seemed to be honest before my father, soon after his death, became wicked, unforgivably wicked.",,"wicked, unforgivably wicked",Amplification,「不徳義（Immoral）」を「Wicked」と訳すだけでなく、「Unforgivably（許しがたいほど）」という強調語（評価の度合い）を付け加えているため。,True,Minimization,「不徳義漢」が持つ儒教的な「義」や日本固有の道徳観に基づく意味合いが、普遍的な「wicked」（悪人）という概念に置き換えられており、読者はその文化的要素の固有性を意識せず、自国の既知の概念として処理するため。
1352,行李,卒業式の日、私は黴臭くなった古い冬服を行李の中から出して着た。,"On the graduation day, I put on an old winter suit, which smelt of mould from its long residence in a baskettrunk.",,a baskettrunk,Description,「行李（Kori）」という特定の道具を、英語の定訳（Wicker trunkなど）ではなく、「Basket（かご）」＋「Trunk（トランク）」という造語で、その材質と機能を説明しているため,True,Acceptance,「a baskettrunk」という複合語は、単なる「箱」や「トランク」といった自文化の概念に安易に置き換えることを避け、「籠製の収納具」という「行李」の材質的・機能的な固有性の一端を提示しているため、読者はその差異を認識できる状態にあると考えられるため。
1354,厚羅紗,私は風の通らない厚羅紗の下に密封された自分の身体を持て余した。,"I did not know what to do with my poor body, swathed in wool which did not allow the slightest ventilation.",,wool which did not allow the slightest ventilation,Description,原文「厚羅紗」を、素材「wool」と「厚さ」がもたらす機能「did not allow the slightest ventilation」によって説明しているため。,True,Minimization,「厚羅紗」という特定の素材が、読者の文化にも存在する普遍的な概念である「wool」（毛織物）に置き換えられており、その固有性や文化的背景が翻訳によって消滅しているため。
1366,箸,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,"Whenever I took dinner at his house, they always placed the bowls and hashi on the white linen cloth as was the custom in foreign restaurants.",hashi: Chopsticks.,hashi,Amplification,原文「箸」を「hashi」と借用し、さらに注釈で「Chopsticks.」という詳細説明（増幅）を加えているため。,True,Acceptance,「hashi」を音写することで、読者は自文化とは異なる固有名詞としてその存在を認識できるが、補足説明がないため、具体的な機能や背景文化までは理解できず、差異を漠然と認識する段階に留まるため。
1366,茶碗,先生のうちで飯を食うと、きっとこの西洋料理店に見るような白いリンネルの上に、箸や茶碗が置かれた。,"Whenever I took dinner at his house, they always placed the bowls and hashi on the white linen cloth as was the custom in foreign restaurants.",,bowls,Generalization,原文「茶碗」を「bowls」と訳すことで、特定の用途を持つ碗からより一般的な碗へと抽象化しているため。,True,Minimization,「茶碗」という日本固有の飯を盛る器が「bowls」という一般的な容器の概念に置き換えられており、読者はその固有性を意識せず自文化の既知の「ボウル」の一つとして処理するため。
1374,着物,「先生は癇性ですね」とかつて奥さんに告げた時、奥さんは「でも着物などは、それほど気にしないようですよ」と答えた事があった。,"When I once remarked to his wife that he was sensitive, she replied,”But he does not trouble himself about his dress.”",,his dress,Generalization,原文「着物」を、特定の和服を指す言葉ではなく、より一般的・中立的な用語である「his dress」に置き換えているため。,True,Minimization,「着物」という日本固有の衣服を、読者にとって一般的な「his dress」（彼の服装）という言葉に置き換えているため、読者は着物の持つ文化的な固有性や差異を認識せず、単なる「衣服」として普遍的に処理してしまい、固有性が消滅しているため。
1381,盃,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,"“ Congratulations,” the sensei said, and raised his cup to me.These words did not produce the desired effect.",,These word,Modulation,[モノ → 言葉/行為]直前の文で「raised his cup（杯を上げた）」と訳出されているため、この文での「盃」は物理的な杯そのものではなく、「祝杯の挨拶」という行為を指している。これを「These words（その言葉）」と言い換えるのは、**「対象物（Cup）」から「内容（Words）」への視点変更であるため。,True,Minimization,原文の「この盃」という具体的な文化要素（物）が、英訳では「These words」（言葉）という普遍的な概念に置き換えられており、読者は「盃」が持つ固有の文化的意味合いを全く認識できず、単に「言葉に感動しなかった」という自文化でも起こりうる普遍的な状況として処理するため。
1381,杯,「お目出とう」といって、先生が私のために杯を上げてくれた。私はこの盃に対してそれほど嬉しい気を起さなかった。,"“ Congratulations,” the sensei said, and raised his cup to me.These words did not produce the desired effect.",,cup,Literal translation,原文「杯」を「cup」と辞書的な意味の通りに直訳し、形式・機能・意味が一致しているため。,True,Minimization,「杯」を一般的な「cup」に置き換えており、読者は日本語の「杯」が持つ特定の文化的な固有性（酒器であることや、祝宴・儀礼の文脈での含意）を意識せず、自文化の乾杯文化などで使われる「cup」や「glass」と同じものとして処理してしまうため。
1405,アイスクリーム,奥さんは下女を呼んで食卓を片付けさせた後へ、改めてアイスクリームと水菓子を運ばせた。,"She called the maid, who cleared away the table, and brought ice-cream and fruit instead.",,ice-cream,Literal translation,原文「アイスクリーム」を訳文で「ice-cream」と、辞書的な意味通りに逐語的に訳しており、形式・機能・意味が一致しているため。,True,Minimization,原文の「アイスクリーム」を「ice-cream」と普遍的な概念に置き換えることで、日本固有の食文化におけるアイスクリームの位置づけや特徴（もしあれば）が示唆されず、読者は自国の既知の概念として処理し、その固有性を意識できないため。
1405,水菓子,奥さんは下女を呼んで食卓を片付けさせた後へ、改めてアイスクリームと水菓子を運ばせた。,"She called the maid, who cleared away the table, and brought ice-cream and fruit instead.",,fruit,Generalization,原文「水菓子」がデザートとして供される特定の果物や菓子を指すのに対し、訳文「fruit」はより一般的な果物を指すため。,True,Minimization,「水菓子」が持つ日本特有の文脈や、食後のデザートとしての特定の果物や冷菓といった固有のニュアンスが、「fruit」という一般的な概念に完全に置き換えられており、読者はその固有性を意識せず自国の「果物」と同じものとして処理するため。
1488,団扇,先生は手に持った団扇をわざとばたばたいわせた。そうしてまた奥さんを顧みた。,"He purposely flapped the fan in his hand, and turned to his wife again.",,fan,Generalization,団扇をfanと訳し、特定の形状を持つ日本の扇を、より一般的で広範な意味を持つ「fan」（扇全般）という用語に一般化しているため。,True,Minimization,「団扇」を一般的な「fan」に置き換えており、読者はその特定の形状や文化的な背景といった固有性を意識せず、自国にある一般的な扇子と同じものとして処理してしまうため。
1493,古本屋,「古本屋に売るさ」,You can sell them to a second-hand book seller.,,a second-hand book seller,Literal translation,古 (Old/Secondhand) ＋ 本 (Book) ＋ 屋 (Seller)という構成要素ごとの直訳であり、英語としても、自然であるため。,True,Minimization,「古本屋」が持つ日本固有の文化的ニュアンスや多様性が失われ、「中古本を扱う店」という普遍的かつ機能的な概念に置き換えられているため、読者はその固有性を意識せず自国の既知の概念と同一視してしまうため。
1500,縁起でもない,縁喜でもない。,Please don't do it any more.,,Please don't do it any more.,Modulation,[評価 → 要求]「不吉だ（運勢の評価）」を「もうやめてくれ（禁止の要求）」へ変換しています。視点・発話機能の変更,True,Denial,「縁起でもない」が持つ不吉さや悪い前兆に関する文化的要素が英訳から完全に削除されており、読者はその要素の存在自体を認識できないため。
1505,木犀,玄関と門の間にあるこんもりした木犀の一株が、私の行手を塞ぐように、夜陰のうちに枝を張っていた。,"The dense fragrant olive between the entrance-door and the gate stretched its branches in the dark, as if trying to block my way.",,fragrant olive,Literal translation,「木犀」を英語圏で定着している植物名「fragrant olive」で対応させているため。,True,Acceptance,「木犀」を特定の植物の英訳「fragrant olive」として提示しており、それが自文化に存在しない読者にとっては「特定の植物として存在する違い」を認識させるため。
1523,田舎者,私は電車の中で汗を拭きながら、他の時間と手数に気の毒という観念をまるでもっていない田舎者を憎らしく思った。,"Wiping my perspiring face in the electric-car, I hated those countrymen who did not feel a bit sorry for taking my time and troubling me so much.",,countrymen,Literal translation,「田舎（Country）」＋「者（Men）」という構成要素ごとの直訳。,True,Adaptation,「田舎者」という言葉自体の文化的ニュアンス（洗練されていないなど）は完全に伝わらないものの、「who did not feel a bit sorry for taking my time and troubling me so much」という詳細な行動描写が、日本語原文の「他の時間と手数に気の毒という観念をまるでもっていない」という「田舎者」の具体的な行動パターンと、それに対する話し手の憎しみを明確に示している。これにより、読者はその文化における特定の行動様式と、それがなぜ問題視されるのかという文脈を理解し、共感できるため。
1527,丸善,それを履行するに必要な書物も手に入れなければ、ならなかった。私は半日を丸善の二階で潰す覚悟でいた。,"In order to carry out my programme I had to get some necessary books, and I resolved to spend half a day on the first floor of Maruzen.",,Maruzen,Borrowing,原文「丸善」を「Maruzen」と音写（ローマ字化）しており、補足説明がないため。,True,Acceptance,「Maruzen」が音写によってそのまま提示されており、補足説明がないため、読者はそれが「私の国にはない、特定の名前を持つ場所」であるという差異を認識するが、その具体的な機能や背景までは理解できない状態にあるため。
